gene_accession,APP01u_t2_M_QC,APP05e_t2_M_BC,APP02u_t2_M_QC,APP03u_t2_M_QC,APP03e_t2_M_QC,APP02e_t2_M_QC,APP05u_t2_M_BC,APP04u_t2_M_BC,APP04e_t2_M_BC,APP01e_t2_M_QC
MEG_8160/Drugs/betalactams/Class_A_betalactamases/IMI,0,0,0,0,0,0,22,0,0,0
MEG_5791/Drugs/betalactams/Class_A_betalactamases/PLA,0,0,0,2,0,0,0,0,0,0
MEG_2785/Drugs/MLS/23S_rRNA_methyltransferases/ERMA,0,0,0,0,0,0,20,0,0,0
MEG_4001/Drugs/betalactams/Class_B_betalactamases/MOC,0,0,0,0,0,0,18,16,0,0
MEG_3911/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MEXF,19,0,42,0,0,0,0,0,0,0
MEG_7032/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,2,31,0,0,0,10,4,0,0,4
MEG_3991/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,192,223,140,149,165,122,156,141,318,115
MEG_6139/Drugs/Lipopeptides/Daptomycin_resistant_beta_subunit_of_RNA_polymerase_RpoC/RPOCL/RequiresSNPConfirmation,1492,2429,1862,2575,2914,1321,1695,1223,5204,1839
MEG_7140/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,184,313,228,294,352,182,193,130,493,293
MEG_7982/Drugs/betalactams/Class_B_betalactamases/BLAB,0,0,0,0,0,0,0,0,0,12
MEG_7127/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,56,86,55,67,75,45,56,27,122,84
MEG_7216/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,166,158,141,154,210,160,117,46,165,111
MEG_3796/Drugs/betalactams/Penicillin_binding_protein/MECB,0,0,0,0,0,0,62,0,0,0
MEG_4361/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,6,0,0,0,0,0,0
MEG_3016/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSC,0,18,18,10,0,0,30,0,44,20
MEG_7231/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,6,4,4,10,6,10,11,0,16,0
MEG_6138/Drugs/Glycopeptides/Vancomycin_resistant_mutation/RPOC/RequiresSNPConfirmation,489,686,418,618,796,384,450,320,1444,552
MEG_6805/Drugs/betalactams/Class_A_betalactamases/TEM,0,4,0,0,0,0,0,0,2,0
MEG_1465/Biocides/Polyamine_resistance/Spermine/spermidine_acetyltransferase/BLTD,0,0,8,0,0,0,8,0,0,0
MEG_2807/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,2,0,0,4,2,2,4,0,9,0
MEG_7065/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,13,48,9,22,36,10,10,2,17,35
MEG_2700/Drugs/Cationic_antimicrobial_peptides/Edeine_acetyltransferase/EDEQ,0,0,16,0,0,0,0,14,0,0
MEG_1/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,1192,1929,1653,1873,2346,1213,1346,1296,3136,1544
MEG_7213/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,55,68,50,61,75,53,52,15,70,44
MEG_8692/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/SDRM,0,0,28,0,0,0,36,48,0,0
MEG_4098/Drugs/betalactams/Class_B_betalactamases/MUS,0,0,0,0,0,0,34,0,0,0
MEG_1087/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH6,4,37,16,13,0,14,15,12,12,9
MEG_6718/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,0
MEG_8087/Biocides/Aldehyde_resistance/Aldehyde_degradation/FORMA,11,16,11,0,0,0,0,0,0,6
MEG_77/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,6,0,0,0
MEG_8675/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOCR/RequiresSNPConfirmation,984,1179,995,1327,1298,673,672,426,1089,955
MEG_4832/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,10,0,0,0,16,0,0,0
MEG_3194/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,29,43,35,43,26,0,47,30,30,20
MEG_6154/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/RUVBM,2,0,0,10,0,0,0,0,0,0
MEG_4167/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKA,0,0,0,18,0,0,0,4,0,0
MEG_3208/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,166,184,226,334,380,228,165,118,367,247
MEG_1059/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_PRIME,0,0,10,0,0,0,0,0,0,0
MEG_2701/Biocides/Acid_resistance/Acid_resistance_protein/EEFA,0,0,0,8,0,0,0,0,0,0
MEG_1002/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT6,0,0,0,0,0,0,18,0,0,0
MEG_7177/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,12,10,2,22,14,4,14,4,16,4
MEG_6803/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,0
MEG_3647/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/LSAC,74,178,148,0,0,154,72,134,0,0
MEG_4038/Drugs/MLS/Macrolide_phosphotransferases/MPHC,2,0,0,0,0,0,0,0,0,0
MEG_2132/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CRP,66,108,163,137,88,103,156,105,253,93
MEG_7094/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETL,17,0,14,0,89,347,117,40,4,98
MEG_5386/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,34,0,86,0,0,0,0,0,84,0
MEG_3912/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MEXF,28,0,0,39,0,0,0,0,0,0
MEG_2960/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,52,0,56,0,0,0,30,0,0
MEG_3896/Metals/Mercury_resistance/Mercury_resistance_protein/MERT,0,0,0,6,0,0,0,4,0,0
MEG_1177/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ARSRM,0,0,0,0,0,6,68,0,0,0
MEG_1731/Drugs/Lipopeptides/Daptomycin_resistant_mutant/CLS/RequiresSNPConfirmation,0,0,48,0,0,0,38,0,0,0
MEG_6637/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,27,5,11,31,25,8,5,33,34,16
MEG_337/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,8,0,0,0
MEG_3740/Drugs/Multi_drug_resistance/MDR_23S_rRNA_mutation/MDR23S/RequiresSNPConfirmation,20,35,0,28,57,23,39,36,34,20
MEG_7103/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,135,252,166,229,243,122,135,63,423,204
MEG_2454/Metals/Copper_resistance/Copper_resistance_protein/CUTA,0,16,0,0,0,0,0,0,0,0
MEG_7221/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,11,7,14,11,5,6,9,0,7,14
MEG_8119/Drugs/betalactams/Class_B_betalactamases/GOB,0,0,14,0,0,0,0,0,0,0
MEG_3202/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,81,73,0,0
MEG_7530/Drugs/Glycopeptides/VanE_type_resistance_protein/VANTE,0,0,32,0,0,0,62,0,0,0
MEG_4665/Drugs/betalactams/Class_D_betalactamases/OXA,0,22,0,0,0,0,0,0,0,0
MEG_5403/Drugs/betalactams/Penicillin_binding_protein/PBP2,0,0,12,0,0,0,0,0,0,0
MEG_6875/Drugs/betalactams/Class_A_betalactamases/TEM,0,19,8,0,0,0,0,0,0,0
MEG_3627/Drugs/Lipopeptides/Colistin_resistant_mutant/LPXC/RequiresSNPConfirmation,0,0,0,0,0,0,18,12,24,18
MEG_3224/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,56,89,85,91,135,74,44,0,71,0
MEG_6097/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,173,177,172,344,284,153,159,135,285,214
MEG_7175/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,2,0,2,0,4,0,0,0,8,0
MEG_7809/Metals/Multi_metal_resistance/Multi_metal_ABC_efflux_pumps/WTPB,0,0,0,0,0,10,0,0,0,0
MEG_6969/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TET32,0,0,0,0,0,0,0,10,8,0
MEG_1057/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,8,35,8,16,18,10,8,4,13,4
MEG_5366/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,25,0,0,14,0,59,0
MEG_6653/Metals/Copper_resistance/Copper_resistance_protein/TCRY,0,0,0,0,0,6,0,0,0,0
MEG_1181/Biocides/Acid_resistance/Acid_resistance_protein/ASR,0,4,10,0,0,0,0,0,0,0
MEG_7250/Drugs/Mycobacterium_tuberculosis_specific_Drug/Para_aminosalicylic_acid_resistant_mutant/THYA/RequiresSNPConfirmation,98,134,112,150,134,81,80,44,138,84
MEG_989/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT6,0,0,30,0,0,0,18,0,22,0
MEG_1701/Metals/Sodium_resistance/Sodium_resistance_protein/CHAA,0,0,0,0,0,0,14,0,0,0
MEG_4289/Drugs/betalactams/Mutant_porin_proteins/OMPFB/RequiresSNPConfirmation,0,0,9,0,0,0,0,0,0,0
MEG_6120/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,252,207,253,0,0,187,153,574,0
MEG_7876/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,1,0,0,0,0,0,0,0,0,0
MEG_7234/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,21,24,18,32,51,12,16,6,32,16
MEG_8645/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACC,0,0,93,0,0,0,60,78,0,0
MEG_2578/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRF,0,0,8,0,0,0,0,8,12,0
MEG_2084/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/CORA,0,0,16,2,0,0,11,0,0,0
MEG_6636/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,44,12,16,47,23,11,13,22,35,3
MEG_5351/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,47,0,0,0,0,0,0,0
MEG_2068/Metals/Copper_resistance/Copper_resistance_protein/COPP,0,0,0,0,0,0,2,0,0,2
MEG_7033/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,4,30,0,0,4,2,0,0,0,0
MEG_3664/Drugs/betalactams/Class_C_betalactamases/MCA,0,0,0,0,0,0,50,0,0,0
MEG_1211/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/BCR,0,0,0,0,0,0,0,2,0,0
MEG_3233/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,49,0,0,0,0,0
MEG_1699/Drugs/betalactams/Class_A_betalactamases/CGA,0,0,0,0,0,0,0,10,0,0
MEG_1096/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH6,7,68,11,43,11,25,11,12,18,17
MEG_7121/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,214,389,307,424,325,228,193,162,620,304
MEG_7113/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,10,22,20,7,6,11,15,8,16,12
MEG_1172/Metals/Arsenic_resistance/Arsenic_resistance_regulator/ARSR,0,0,0,0,0,0,4,0,0,0
MEG_3048/Drugs/betalactams/Class_A_betalactamases/FPH,0,0,14,0,0,0,26,16,0,0
MEG_7041/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,181,197,218,276,289,131,206,126,423,242
MEG_6095/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,115,106,85,0,102,0,100,169,0
MEG_5372/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,40,51,30,0,12,0,28,93,0
MEG_8069/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,6,0,0,8,0,0,0
MEG_3209/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,80,120,127,138,179,0,65,47,211,120
MEG_7132/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,127,115,53,133,117,73,100,58,232,118
MEG_2477/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_pumps/CZNB,0,0,54,20,34,52,56,32,0,0
MEG_6542/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODA,0,0,26,11,0,0,0,0,0,0
MEG_2089/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/CORC,10,20,27,12,10,0,20,0,19,0
MEG_1745/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/CMEF,0,0,86,0,0,0,102,72,0,0
MEG_1581/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,0,0,26,20,20,0,0
MEG_6689/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,0
MEG_401/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRB,0,0,49,13,0,0,0,0,0,0
MEG_5332/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,19,38,0,0,0,30,18,0,0
MEG_6086/Drugs/Rifampin/Rifampin_phosphotransferase/RPH,0,0,0,0,0,0,0,0,134,0
MEG_7835/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/YIEF,0,0,0,0,0,1,0,0,0,0
MEG_6782/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_2726/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRBSM,13,0,0,0,0,0,0,0,2,0
MEG_5817/Metals/Arsenic_resistance/Arsenic_resistance_protein/PSTS,0,4,0,16,0,0,0,0,0,0
MEG_6964/Drugs/Tetracyclines/Tetracycline_resistant_16S_ribosomal_subunit_protein/TET16S/RequiresSNPConfirmation,6036,9523,6750,9503,10093,5401,5227,3712,16583,6455
MEG_5349/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,114,0,144,0,72,0,0,0
MEG_2661/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/DPR,0,0,6,0,0,0,0,0,0,0
MEG_3803/Drugs/betalactams/Penicillin_binding_protein_regulator/MECI,0,0,4,0,0,0,8,0,6,0
MEG_8257/Drugs/Mycobacterium_tuberculosis_specific_Drug/Isoniazid_resistant_mutant/MSHA/RequiresSNPConfirmation,0,0,0,32,0,0,0,0,0,0
MEG_1099/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH9,0,184,130,0,82,116,40,0,0,76
MEG_4334/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXA,0,0,0,0,0,0,0,0,5,0
MEG_5772/Biocides/Peroxide_resistance/peroxide_resistance_regulator/PERR,0,0,12,0,12,10,10,10,36,0
MEG_6012/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRD,0,0,8,0,0,0,8,0,0,0
MEG_4101/Drugs/Multi_drug_resistance/Multi_drug_RND_efflux_pumps/MUXB,47,0,0,41,0,32,0,0,0,0
MEG_3460/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/KMRA,0,0,0,12,0,0,0,0,0,0
MEG_721/Drugs/betalactams/Class_B_betalactamases/ALI,0,0,0,0,0,0,12,0,0,0
MEG_7161/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,8,6,6,0,0,0,0,8,11,0
MEG_1641/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MATE_efflux_pumps/CDEA,0,0,0,0,0,0,26,0,0,0
MEG_2793/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,2,4,4,14,11,10,17,0,44,5
MEG_7606/Drugs/Glycopeptides/VanF_type_accessory_protein/VANYF,0,0,26,0,0,0,34,0,49,0
MEG_7304/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,0,0,23,14,0,0,0,18,0,0
MEG_6136/Drugs/Multi_drug_resistance/MDR_mutation/MRPOB/RequiresSNPConfirmation,104,143,96,147,152,98,102,65,283,137
MEG_1460/Drugs/Glycopeptides/Bleomycin_resistance_protein/BLE,0,0,0,0,0,0,0,8,22,0
MEG_1779/Drugs/Multi_drug_resistance/Multi_drug_MFS_efflux_pumps/CMR,0,0,0,0,0,4,0,0,0,0
MEG_8676/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/RPSE/RequiresSNPConfirmation,0,0,0,0,1,0,18,0,12,0
MEG_7858/Metals/Zinc_resistance/Zinc_resistance_protein/ZNUB,0,0,0,23,0,0,0,0,0,0
MEG_3225/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,33,0,88,0
MEG_3755/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDTH,0,0,8,0,0,0,0,0,0,0
MEG_6156/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/SALA,0,70,50,52,0,0,42,52,84,0
MEG_3065/Drugs/Fusidic_acid/Fusidic_acid_resistant_mutation/FUSA/RequiresSNPConfirmation,395,629,483,667,684,407,393,311,1974,564
MEG_2118/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,0,0,4,0,0,0,0,0,0,0
MEG_2887/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/FARR,0,0,0,10,0,0,0,0,0,0
MEG_4663/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,22,0,24,12,0,26,30,0
MEG_4666/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,12,0,0,0
MEG_1544/Drugs/betalactams/Class_A_betalactamases/CARB,0,0,0,0,0,19,0,0,0,0
MEG_9/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,1401,1918,1477,2098,2030,1167,1105,887,3476,1530
MEG_2452/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_regulator/CUSR,0,0,0,0,0,5,0,0,0,0
MEG_5358/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,22,0,0,0,0,0,0,0
MEG_8249/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,9872,12235,14146,15564,17858,8394,10216,7264,24623,12954
MEG_8690/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/SALD,0,0,118,0,0,0,58,54,0,0
MEG_7235/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,31,14,22,34,24,20,12,8,26,16
MEG_5384/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,21,0,10,12,0,0,0,63,16
MEG_3226/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,22,0,0,0,0,0,0,0,0,0
MEG_2876/Biocides/Phenolic_compound_resistance/Phenolic_resistance_protein/FABK,0,0,0,0,0,0,0,18,0,0
MEG_6517/Drugs/betalactams/Class_B_betalactamases/SLB,0,0,0,0,30,0,0,0,20,0
MEG_2788/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,0,0,0,0,0,2,0,0,0
MEG_6141/Biocides/Multi_biocide_resistance/Multi_biocide_resistance_regulator/RPOS,12,0,0,10,0,0,0,0,2,0
MEG_8677/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/RPSL/RequiresSNPConfirmation,78,109,124,113,89,47,42,91,163,82
MEG_7131/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,134,132,41,120,111,76,151,39,155,94
MEG_3835/Drugs/Multi_drug_resistance/Multi_drug_MATE_efflux_pump/MEPB,0,0,0,0,0,0,42,0,0,0
MEG_1000/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT6,0,0,0,0,0,0,0,14,0,0
MEG_8638/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/POXT,0,0,36,0,0,0,0,32,0,0
MEG_3890/Metals/Mercury_resistance/Mercury_resistance_protein/MERT,0,12,14,0,0,0,0,0,0,0
MEG_2847/Drugs/MLS/23S_rRNA_methyltransferases/ERMT,0,18,10,0,0,12,10,0,66,0
MEG_1047/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,0,0,0,0,0,0,0,14,0,0
MEG_2090/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/CORC,12,26,16,12,10,0,16,0,26,6
MEG_7301/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,65,148,105,157,151,55,106,60,184,97
MEG_5375/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,575,706,652,748,736,433,597,387,1608,620
MEG_6754/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,2,0,0,0,0,0,0,0
MEG_8448/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,0,22,0,0,0
MEG_5816/Metals/Arsenic_resistance/Arsenic_resistance_protein/PSTS,0,0,0,6,0,0,17,0,0,0
MEG_1216/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/BCRCM,0,0,0,0,0,0,6,22,0,0
MEG_121/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,0,6,0,0
MEG_1085/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH6,9,66,12,25,8,16,12,20,29,18
MEG_265/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,0,6,0,0
MEG_8169/Drugs/betalactams/Class_B_betalactamases/IMP,0,0,0,0,0,0,0,0,8,0
MEG_2770/Drugs/MLS/23S_rRNA_methyltransferases/ERM,0,0,12,0,0,0,0,14,0,0
MEG_5749/Drugs/betalactams/Class_B_betalactamases/PEDO,0,0,24,0,0,14,18,0,0,0
MEG_8165/Drugs/betalactams/Class_B_betalactamases/IMP,0,0,0,0,0,0,22,12,0,0
MEG_7064/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,12,12,2,6,4,2,0,0,4,4
MEG_4105/Drugs/betalactams/Class_B_betalactamases/MYO,0,0,22,0,0,0,40,0,0,0
MEG_1298/Drugs/betalactams/Penicillin_binding_protein_regulator/BLAR,0,0,0,0,0,0,0,42,0,0
MEG_2670/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/DRRA,0,0,12,3,0,0,0,0,0,0
MEG_196/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,22,0,0,0
MEG_4006/Metals/Multi_metal_resistance/Multi_metal_ABC_efflux_pumps/MODB,0,0,0,4,0,0,0,0,0,0
MEG_7170/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,39,70,60,94,85,48,44,15,74,55
MEG_4031/Drugs/MLS/Macrolide_phosphotransferases/MPHB,0,0,46,0,0,30,38,0,0,0
MEG_5395/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PAREF/RequiresSNPConfirmation,0,38,0,51,27,0,0,0,67,23
MEG_1642/Drugs/Lipopeptides/Daptomycin_resistant_mutant/CDSA/RequiresSNPConfirmation,0,36,60,0,0,12,44,50,0,0
MEG_4667/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,20,0,0,0,0,0,0,0
MEG_7471/Drugs/Glycopeptides/VanC_type_regulator/VANRC,0,0,46,44,44,22,0,0,0,0
MEG_7024/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,2,77,0,0,0,18,0,0,0,0
MEG_2829/Drugs/MLS/23S_rRNA_methyltransferases/ERMF,0,0,0,0,0,0,20,0,0,0
MEG_4067/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRA,0,0,60,0,0,0,0,0,0,0
MEG_7544/Drugs/Glycopeptides/VanG_type_accessory_protein/VANWG,0,0,18,0,0,0,0,0,0,0
MEG_6546/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODB,22,0,25,0,0,0,12,0,16,0
MEG_7608/Drugs/Glycopeptides/VanF_type_accessory_protein/VANYF,0,0,0,0,0,0,0,0,20,0
MEG_7303/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,524,990,585,906,948,521,498,268,2349,717
MEG_3191/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,33,0,0,0,0,0,0
MEG_7314/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,63,58,44,65,59,21,32,15,29,30
MEG_6622/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,38,6,22,60,15,16,23,27,26,7
MEG_3179/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,191,229,562,246,272,281,590,511,289,0
MEG_3665/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/MCO,0,0,224,0,0,0,290,208,0,0
MEG_3020/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSE,8,0,0,12,12,0,0,0,0,0
MEG_3607/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUA,0,0,0,0,0,0,0,0,10,0
