gene_accession,CRA02e_t2_M_BC,CRA01u_t2_M_BC,CRA05e_t2_M_QC,CRA01e_t2_M_BC,CRA04u_t2_M_QC,CRA03u_t2_M_BC,CRA03e_t2_M_BC,CRA02u_t2_M_BC,CRA04e_t2_M_QC,CRA05u_t2_M_QC
MEG_6777/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,0,0,0,0
MEG_4331/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXA,0,12,0,0,0,0,0,0,12,0
MEG_7267/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_pump/TOLC,0,0,0,0,0,0,16,0,12,20
MEG_7289/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/TTGB,0,0,0,0,0,0,40,0,0,0
MEG_6737/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,2,0,0
MEG_1741/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/CMEC,0,0,0,0,0,0,0,0,50,0
MEG_6938/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,2,0
MEG_5781/Drugs/Phenicol/Phenicol-resistant_23S_rRNA_mutation/PH23S/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,20842
MEG_7170/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,30,16,16,17,10,24,20,60,16,30
MEG_5140/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,20,0,0
MEG_6799/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_2731/Drugs/Multi-drug_resistance/Multi-drug_SMR_efflux_regulator/EMRE,0,0,0,0,16,10,12,0,14,16
MEG_6961/Metals/Tellurium_resistance/Tellurium_resistance_protein/TERZ,0,0,0,0,16,0,0,0,24,0
MEG_6856/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,0,0,0,0
MEG_1488/Metals/Multi-metal_resistance/Multi-metal_resistance_regulator/CADX,28,34,50,0,26,24,40,40,38,0
MEG_6/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,6746,5273,7338,5529,6015,7019,4073,7557,6765,11078
MEG_6202/Drugs/betalactams/Class_A_betalactamases/SHV,0,0,0,0,0,0,2,0,0,0
MEG_3209/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,80,92,167,122,80,95,96,110,112,179
MEG_1014/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH2-DPRIME,0,12,22,0,0,0,0,0,34,0
MEG_7608/Drugs/Glycopeptides/VanF-type_accessory_protein/VANYF,0,0,0,0,0,10,0,64,28,0
MEG_8248/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MEXD1,0,0,0,0,0,0,0,0,0,264
MEG_8062/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,0,0,0,30,0
MEG_3225/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,59,0,48,0,0,0,0,0,0,0
MEG_5273/Drugs/betalactams/Class_D_betalactamases/OXA,24,0,0,0,0,16,0,0,0,0
MEG_2467/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_regulator/CZCCM,0,0,0,2,0,0,0,0,0,0
MEG_3757/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/MDTJ,0,0,0,0,0,0,1,0,0,0
MEG_375/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/ABES,0,0,0,0,0,0,0,4,0,0
MEG_7317/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,409,189,462,266,240,554,217,315,416,573
MEG_7017/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,18,0,0,12,0,12,0,23,25,15
MEG_6796/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,4,0
MEG_3079/Biocides/Acid_resistance/Acid_resistance_protein/GADC,0,0,0,0,0,0,26,0,44,64
MEG_6537/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/SMTA,2,0,0,0,0,0,0,0,0,0
MEG_1742/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/CMEC,0,0,0,0,0,0,0,0,74,0
MEG_7834/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/YHCN,0,0,0,0,0,0,2,0,2,4
MEG_6829/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_6700/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,2,0,0
MEG_3761/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDTM,0,0,0,12,0,0,9,0,16,22
MEG_1561/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,0,0,0,0,0,16,0
MEG_6682/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_2435/Drugs/betalactams/Class_A_betalactamases/CTX,0,4,0,9,0,4111,307,14,38,20
MEG_8443/Drugs/Pleuromutilin/Pleuromutilin-resistant_23S_rRNA_mutation/P23S/RequiresSNPConfirmation,349,472,421,593,290,527,268,276,410,409
MEG_3081/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/GADW,0,0,0,0,0,0,8,0,11,10
MEG_3989/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,301,0,0,158,0,234,0,0,126,304
MEG_3237/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,95,86,119,82,95,231,95,214,152,365
MEG_2688/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,0,0,0,8,0,0,5,0,2,22
MEG_5393/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,26,5,4,0,5,18,16,0,15,18
MEG_2043/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/COPBM,190,94,64,0,0,134,0,126,74,0
MEG_8212/Drugs/betalactams/Class_C_betalactamases/LAQ,0,0,0,0,0,6,0,0,0,13
MEG_7854/Metals/Zinc_resistance/Zinc_resistance_regulator/ZNTR,0,0,0,0,0,0,6,0,2,12
MEG_7864/Metals/Multi-metal_resistance/Multi-metal_resistance_regulator/ZRAS,0,0,0,0,0,0,28,0,31,27
MEG_2754/Drugs/MLS/Macrolide_esterases/ERED,0,0,0,0,0,0,0,32,56,0
MEG_5341/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,151,67,122,66,60,117,77,221,99,146
MEG_4206/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/NORA,0,0,0,0,14,0,0,0,10,0
MEG_7318/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,794,422,439,329,365,700,279,647,336,681
MEG_5345/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,32,0,24,29,46
MEG_7041/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,217,177,151,255,157,190,114,264,177,225
MEG_846/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,0,1,0,0
MEG_3981/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,3392,2160,7816,4276,373,1760,1451,1313,7366,504
MEG_4279/Drugs/betalactams/Mutant_porin_proteins/OMP36/RequiresSNPConfirmation,0,0,0,0,0,8,0,0,5,17
MEG_8100/Drugs/Fusidic_acid/Fusidic_acid-resistant_mutation/FUSA/RequiresSNPConfirmation,600,459,535,571,511,708,454,933,488,999
MEG_2802/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,6,0,4,0,16,0,6,0,0
MEG_4211/Drugs/Multi-drug_resistance/Multi-drug_MFS_efflux_pumps/NORBD,0,0,0,0,0,0,0,96,140,240
MEG_7315/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,204,131,297,148,144,147,135,181,238,242
MEG_6026/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRS,0,0,0,0,0,0,0,0,0,6
MEG_7216/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,43,43,39,35,26,52,22,136,36,64
MEG_395/Drugs/betalactams/Class_A_betalactamases/ACI,34,0,20,0,0,0,0,0,16,0
MEG_7596/Drugs/Glycopeptides/VanA-type_accessory_protein/VANYA,28,0,0,0,0,0,0,0,0,0
MEG_7266/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_pump/TOLC,0,6,0,0,0,0,0,0,0,0
MEG_4200/Metals/Nickel_resistance/Nickel_resistance_protein/NIXA,0,0,0,0,0,0,0,0,16,0
MEG_7825/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/YFEC,196,90,126,107,112,150,66,112,124,220
MEG_145/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,6,6,0,0,0,0,0,0,0
MEG_369/Drugs/Fosfomycin/Fosfomycin_MFS_efflux_pump/ABAF,0,0,0,0,0,0,0,0,62,0
MEG_1096/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH6,16,19,19,4,0,16,14,2,0,7
MEG_4383/Drugs/Tetracyclines/Tetracycline_resistance_ABC_efflux_pumps/OTRC,0,0,0,0,120,116,76,0,116,188
MEG_1213/Drugs/Bacitracin/Bacitracin_ABC_transporter/BCRA,0,0,0,0,0,0,0,0,44,0
MEG_826/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,14,0,0,0,0,0,0,10,0
MEG_6949/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,4,2,4,0
MEG_6649/Drugs/Tetracenomycin/Tetracenomycin_MFS_efflux_pump/TCMA,0,0,0,0,0,0,44,0,0,0
MEG_4001/Drugs/betalactams/Class_B_betalactamases/MOC,0,0,0,0,10,0,0,0,0,0
MEG_2869/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/EVGS,0,0,0,0,0,0,0,0,8,0
MEG_2966/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,2,0,0,0,0,0,0
MEG_6113/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,1684,1790,2703,2107,1880,2333,1501,2665,2264,3476
MEG_2666/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/DPSA,0,0,0,0,0,0,0,0,7,0
MEG_7226/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,0,0,0,0,0,0,0,8,0
MEG_342/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,12,0,0,0,0,10,14,0
MEG_6605/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,1,0,0,0,0,0
MEG_2833/Drugs/MLS/23S_rRNA_methyltransferases/ERMF,38,0,12,0,0,0,0,0,16,0
MEG_4009/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/MODC,0,0,0,0,8,20,16,0,45,38
MEG_5332/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,32,35,29,31,0,39,0,57,69
MEG_3251/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRC/RequiresSNPConfirmation,652,486,738,533,563,601,342,680,688,1033
MEG_1143/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSA,0,234,0,8,0,0,19,0,0,0
MEG_6660/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_3658/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/MACB,0,0,0,0,0,0,0,0,28,0
MEG_5390/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,37,32,39,22,30,51,0,34,25,47
MEG_7058/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,204,39,12,13,21,180,14,29,36,30
MEG_1556/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CAT,10,8,16,0,0,0,0,0,12,10
MEG_4292/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_pumps/OPMB,0,0,0,0,0,0,0,0,0,76
MEG_4098/Drugs/betalactams/Class_B_betalactamases/MUS,0,0,28,0,0,0,0,0,20,0
MEG_2448/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/CUSC,0,0,0,0,0,0,8,0,2,8
MEG_2207/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,0,0,0,0,0,2
MEG_2650/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DMEF,0,0,0,0,0,0,0,0,86,92
MEG_402/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRB,28,10,46,30,0,71,30,0,61,69
MEG_3228/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,29,0,0,0,19,0,0,0,20,0
MEG_7113/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,5,0,0,10,0,6,3,18,0,8
MEG_6618/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,16,12,13,2,3,1,3,10,12,6
MEG_5747/Biocides/Multi-biocide_resistance/Multi-biocide_MATE_efflux_pump/PDRM,0,0,0,0,0,0,0,0,34,0
MEG_2092/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CORD,0,0,0,0,0,0,0,0,0,17
MEG_2676/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,0,0,0,0,0,0,0,0,0,8
MEG_1276/Drugs/betalactams/Class_C_betalactamases/BLAEC,0,0,0,0,0,0,14,0,0,0
MEG_8692/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/SDRM,0,0,0,0,46,0,0,0,28,46
MEG_5801/Drugs/Cationic_antimicrobial_peptides/Lipid_A_modification/PMRF,34,0,0,0,0,0,17,0,39,69
MEG_1250/Drugs/betalactams/Class_B_betalactamases/BLAB,0,0,0,0,0,0,0,0,22,0
MEG_6163/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,4,0,0,0,0,0,0,0,0
MEG_6520/Biocides/Multi-biocide_resistance/Multi-biocide_ABC_efflux_pump/SMDB,0,0,38,28,50,38,56,0,102,119
MEG_7204/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_regulator/TETU,0,0,0,0,4,0,0,0,0,6
MEG_3909/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MEXE,0,0,0,0,24,0,0,0,0,0
MEG_7307/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,670,374,624,323,427,571,209,552,664,926
MEG_7849/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ZINT,0,40,28,29,18,0,29,32,77,39
MEG_7474/Drugs/Glycopeptides/VanC-type_regulator/VANRC,0,0,0,0,0,0,0,0,0,62
MEG_1053/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,7,7,9,6,0,11,7,10,0,2
MEG_7476/Drugs/Glycopeptides/VanD-type_regulator/VANRD,0,0,0,0,0,0,0,0,8,0
MEG_7140/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,154,101,27,74,43,57,68,441,10,80
MEG_1122/Drugs/Cationic_antimicrobial_peptides/Polymyxin_B_resistance_regulator/ARNA,0,19,0,0,16,26,30,0,51,82
MEG_5383/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,46,20,55,25,0,32,0,0,72,49
MEG_2515/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,0,0,0,10,0
MEG_8662/Drugs/Metronidazole/rdxA_nitroimidazole_reductase/RDXA,0,0,0,0,0,12,0,26,18,0
MEG_6627/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,17,8,23,18,0,10,9,29,25,4
MEG_3252/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_pump/HASF,0,67,0,0,0,0,95,0,54,160
MEG_3990/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1140,1168,1610,661,1532,1835,988,2103,1401,3769
MEG_4167/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKA,0,0,6,0,0,0,60,0,26,62
MEG_7133/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,8,13,0,11,6,10,0,19,7,6
MEG_6591/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,0,0,6,0,0
MEG_7236/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,6,6,14,6,4,6,2,20,8,8
MEG_399/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRA,0,0,8,0,0,0,35,0,30,69
MEG_6535/Biocides/Multi-biocide_resistance/Multi-biocide_ABC_efflux_pump/SMRA,46,18,0,0,0,0,56,0,0,103
MEG_3991/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,114,201,242,211,134,261,115,89,196,304
MEG_4070/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRA,0,0,38,0,30,0,0,0,0,0
MEG_6143/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/RPSJ/RequiresSNPConfirmation,0,0,0,0,0,10,4,5,11,0
MEG_2984/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,0,4,0,0,0,0,0,0,4
MEG_7521/Drugs/Glycopeptides/VanN-type_regulator/VANSN,0,0,0,0,0,0,0,0,34,0
MEG_3590/Drugs/Lipopeptides/Daptomycin-resistant_mutant/LIAFSR/RequiresSNPConfirmation,0,16,0,0,0,0,0,0,26,0
MEG_1322/Drugs/betalactams/Class_A_betalactamases/BLAZ,0,0,14,0,0,0,0,0,18,0
MEG_1149/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSBM,0,0,0,0,0,0,0,0,30,0
MEG_5392/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,197,138,76,161,114,224,78,161,154,244
MEG_7065/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,172,76,2,13,31,262,19,37,24,23
MEG_3987/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,860,267,427,227,650,426,186,487,251,882
MEG_2789/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,0,0,10,0,6,7,6,0,0
MEG_1747/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/CMER,0,0,12,0,0,0,0,0,26,12
MEG_2947/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,14,0
MEG_5120/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,0,2
MEG_3664/Drugs/betalactams/Class_C_betalactamases/MCA,0,0,0,0,0,0,0,0,44,0
MEG_4002/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/MODA,0,0,0,8,0,24,8,0,21,43
MEG_3085/Drugs/betalactams/Class_A_betalactamases/GES,0,0,0,0,18,0,0,0,18,14
MEG_8273/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/NORC,0,0,0,0,20,46,0,0,36,0
MEG_3214/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,469,302,328,311,297,439,293,447,340,717
MEG_2720/Biocides/Multi-biocide_resistance/Multi-biocide_MATE_efflux_pump/EMMDR,0,0,36,24,36,40,31,0,58,107
MEG_176/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,0,8,0
MEG_7081/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETG,0,0,0,0,0,0,0,0,2,0
MEG_7112/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,14,17,0,18,4,8,4,26,7,9
MEG_2441/Metals/Copper_resistance/Copper_resistance_protein/CUEP,0,0,0,0,0,0,2,0,0,0
MEG_4028/Drugs/MLS/Macrolide_phosphotransferases/MPHA,0,0,0,0,0,0,0,0,0,24
MEG_1091/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH6,13,15,15,4,0,14,8,1,0,4
MEG_702/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ADEN,0,0,34,14,0,0,0,0,0,0
MEG_6708/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_6130/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,51,30,51,50,29,169,45,36,61,131
MEG_2707/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_pumps/EFRB,230,28,70,38,0,158,0,206,26,0
MEG_8074/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/DHPS/RequiresSNPConfirmation,0,0,172,0,0,0,0,0,762,0
MEG_6516/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/SITD,0,0,0,0,0,118,0,0,0,186
MEG_6552/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_resistance_regulator/SOXS/RequiresSNPConfirmation,0,0,2,0,0,23,14,0,0,0
MEG_4208/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/NORA,24,0,26,0,0,0,0,0,46,34
MEG_8068/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,0,0,0,8,0
MEG_1120/Drugs/Aminoglycosides/16S_rRNA_methyltransferases/ARMA,0,0,0,0,0,12,0,0,20,0
MEG_5349/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,136,0,0,0,0,0,0,0,0,188
MEG_8260/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRG,0,0,0,0,0,0,0,0,62,0
MEG_3196/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,143,0,84,57,53,172,58,0,96,142
MEG_7044/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,201,159,174,210,161,226,131,293,227,272
MEG_7504/Drugs/Glycopeptides/VanD-type_regulator/VANSD,82,0,0,0,0,0,0,0,0,0
MEG_8145/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,174,119,127,173,0,145,0,179,162,0
MEG_2478/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/CZNC,0,0,50,0,0,0,0,0,38,0
MEG_7843/Drugs/Lipopeptides/Daptomycin-resistant_mutant/YYBT/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,94,0
MEG_6792/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_4051/Drugs/MLS/Macrolide_phosphotransferases/MPHN,0,0,72,0,0,0,0,0,0,0
MEG_8449/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,38,0,22,0,0,30,16,0,0,0
MEG_2959/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,0,0,7,0,0,10
MEG_7693/Drugs/MLS/Streptogramin_B_ester_bond_cleavage/VGBB,0,0,0,0,0,0,0,0,12,0
MEG_6707/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,2,0
MEG_4741/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,14,0,0,34,0,16,30,20
MEG_7634/Drugs/MLS/Streptogramin_A_O-acetyltransferase/VATI,0,0,0,16,0,0,0,0,18,12
MEG_4665/Drugs/betalactams/Class_D_betalactamases/OXA,18,0,0,0,0,0,0,0,18,0
MEG_7/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,6917,4533,6868,3939,5412,7383,3366,9656,6254,11739
MEG_3984/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,547,303,717,275,472,574,298,612,543,1082
MEG_1/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,1575,1404,1474,1258,862,1625,1123,2429,1391,2098
MEG_3837/Metals/Mercury_resistance/Mercury_resistance_protein/MERA,6,0,0,0,0,0,0,0,0,0
MEG_4376/Drugs/betalactams/Class_B_betalactamases/ORR,0,0,0,0,0,0,0,0,18,0
MEG_8090/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSL,0,0,0,0,0,0,0,0,10,0
MEG_7274/Biocides/Phenolic_compound_resistance/Phenolic_RND_efflux_pump/TRIBP,0,4,0,0,0,0,0,0,0,0
MEG_5847/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACH,0,0,0,0,0,4,0,0,0,0
MEG_6899/Drugs/betalactams/Class_A_betalactamases/TEM,4,0,0,0,0,0,0,0,0,0
MEG_2952/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,16,0,24,96,42,56,0,54,147
MEG_6909/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,6,0,0
MEG_1194/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/BAES,0,0,78,15,0,26,52,0,59,78
MEG_3215/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,31,0,0,0,0,0,0,0,0,0
MEG_3072/Drugs/Fusidic_acid/Fusidic_acid_esterases/FUSF,0,0,30,0,0,0,0,0,0,24
MEG_7594/Drugs/Glycopeptides/VanA-type_accessory_protein/VANYA,0,0,0,0,0,4,0,0,0,0
MEG_206/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,0,0,6
MEG_8152/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,320,0,288,0,0,132,0,152,246,0
